Participant_ID	P10	Block Order	1	Date	2023-04-20-1949
Trialnumber	Winpos	Losspos	Side	Order	Choice	RT	Choiceside	Winchosen	LossChosen	TotalMoney	Fixonset	Choiceonset	Monitoronset	Winresonset	Lossresonset	stima	stimb	Blocknum
50	1	0	1	0	1	0.5499811172485352	left	-1	0	1.5	204.48169729998335	205.48201169999084	206.03807199996663	-1	207.0440884999698	i	f	1
51	1	0	0	0	1	0.6022937297821045	right	-1	0	1.5	208.26965839997865	209.27032869996037	209.87871079996694	-1	210.8851316999644	i	f	1
52	1	0	1	0	1	1.0243617296218872	left	-1	0	1.5	211.89760199998273	212.8974758000113	213.9300739999744	-1	214.93575999996392	i	f	1
53	0	1	1	0	1	0.47844770550727844	left	-1	1	1.35	215.94351989997085	216.94406369997887	217.42870729998685	-1	218.4343240999733	i	f	1
54	0	0	1	0	1	3.516763687133789	left	-1	0	1.35	219.4553362999577	220.45570339995902	223.9788296999759	-1	224.9846724999952	i	f	1
55	0	1	1	0	1	0.5669741034507751	left	-1	1	1.2	226.00506339996355	227.0056373999687	227.5785615000059	-1	228.58425739995437	i	f	1
56	0	1	1	1	1	0.7111614942550659	left	0	-1	1.2	229.65701229998376	230.6576354999561	231.3751660999842	232.38094800000545	-1	i	f	1
57	0	0	0	1	1	0.8205276727676392	right	0	-1	1.2	233.58395999995992	234.58444949996192	235.4112288999604	236.41709909995552	-1	i	f	1
58	1	1	0	1	0	0.602106511592865	left	0	-1	1.2	237.43634119996568	238.43673869996564	239.04487290000543	240.05078629998025	-1	i	f	1
59	1	1	1	1	1	0.38076889514923096	left	1	-1	1.35	241.0733954999596	242.07453819998773	242.4616653000121	243.47030589997303	-1	i	f	1
60	1	0	0	1	0	0.6561605930328369	left	0	-1	1.35	244.481698699994	245.48233669996262	246.14518900000257	247.15101919998415	-1	i	f	1
61	1	1	1	1	1	0.7011106014251709	left	1	-1	1.5	250.31521699996665	251.31576480000513	252.02526349999243	253.03115130000515	-1	o	F	2
62	1	0	0	1	1	1.20634925365448	right	1	-1	1.65	254.04829319997225	255.04843009996694	256.2611467000097	257.2673835000023	-1	o	F	2
63	1	1	0	1	1	0.7232555150985718	right	1	-1	1.8	258.280472799961	259.28054589999374	260.0115011999733	261.0171579999733	-1	o	F	2
64	1	1	1	1	1	0.6494482159614563	left	1	-1	1.95	262.0384758999571	263.03889369999524	263.69447769998806	264.7004961000057	-1	o	F	2
65	1	1	1	1	1	0.5424726009368896	left	1	-1	2.1	265.7121728999773	266.71275439998135	267.26137939997716	268.26710709999315	-1	o	F	2
66	1	1	1	1	1	0.5264348983764648	left	1	-1	2.25	269.2895045999903	270.2899496000027	270.8277367000119	271.8336780999671	-1	o	F	2
67	1	0	0	1	1	0.5969659090042114	right	1	-1	2.4	272.8570632999763	273.8576705000014	274.4614280000096	275.46739030000754	-1	o	F	2
68	1	1	0	0	1	0.7297800779342651	right	-1	1	2.25	276.4888288999791	277.48930099996505	278.22748209995916	-1	279.23322409996763	o	F	2
69	1	1	1	0	0	4.862636089324951	right	-1	0	2.25	280.2579174999846	281.25818699999945	286.1271879999549	-1	287.13315670000156	o	F	2
70	0	1	1	0	0	0.7977365851402283	right	-1	0	2.25	288.1410212999908	289.141378899978	289.9453047999996	-1	290.95115459995577	o	F	2
71	1	1	0	0	0	0.6398187279701233	left	-1	0	2.25	292.1657263999805	293.1664471999975	293.81251329998486	-1	294.8187802999746	o	F	2
72	0	1	0	0	0	0.7490794062614441	left	-1	0	2.25	295.83675779995974	296.8373677000054	297.59455370000796	-1	298.60054349998245	o	F	2
73	1	1	0	0	0	0.9432371258735657	left	-1	0	2.25	299.6102488999604	300.6107378999586	301.5602772999555	-1	302.5663208999904	o	F	2
74	0	0	1	0	0	0.6814535856246948	right	-1	1	2.1	303.5889797999989	304.5896689000074	305.2775684999651	-1	306.2832578999805	o	F	2
75	0	0	1	0	0	0.6495177149772644	right	-1	1	1.95	307.49003089999314	308.490160699992	309.1458450999926	-1	310.1517685999861	o	F	2
76	0	0	0	1	1	0.47340720891952515	right	0	-1	1.95	311.3664193999721	312.36610509996535	312.8458715999732	313.85165339999367	-1	o	F	2
77	0	0	1	1	1	4.114355564117432	left	0	-1	1.95	314.87324029998854	315.8731557999854	319.99339590000454	320.99902579997433	-1	o	F	2
