Participant_ID	P11	Block Order	1	Date	2023-04-27-1735
Trialnumber	Winpos	Losspos	Side	Order	Choice	RT	Choiceside	Winchosen	LossChosen	TotalMoney	Fixonset	Choiceonset	Monitoronset	Winresonset	Lossresonset	stima	stimb	Blocknum
33	1	1	0	1	0	0.14829780161380768	left	0	-1	3.9	127.07014550000895	128.0706041000085	128.22581750000245	129.23142870000447	-1	b	j	1
34	1	1	0	1	0	0.12674960494041443	left	0	-1	3.9	130.2477857999911	131.2482183999964	131.3819180999999	132.38766450001276	-1	b	j	1
35	1	1	0	1	0	1.5272276401519775	left	0	-1	3.9	133.39744780000183	134.39779540000018	135.93204949999927	136.93917709999369	-1	b	j	1
36	1	1	0	1	0	0.0	left	0	-1	3.9	137.9580561000039	138.95879209999111	138.96581910000532	139.973089600011	-1	b	j	1
37	0	0	0	1	0	0.13678860664367676	left	1	-1	4.05	140.98202850000234	141.98345410000184	142.12724169998546	143.13343409998924	-1	b	j	1
38	0	0	0	1	0	0.659851610660553	left	1	-1	4.2	144.1456988999853	145.1472124000138	145.81304519998957	146.81867609999608	-1	b	j	1
39	0	0	0	1	0	2.2316133975982666	left	1	-1	4.35	147.83882500001346	148.83914629998617	151.07915460001095	152.0850058000069	-1	b	j	1
40	1	1	0	1	0	0.7380548715591431	left	0	-1	4.35	153.10619920000318	154.10673790000146	154.85169139999198	155.85922740001115	-1	b	j	1
41	1	1	1	0	1	0.24646009504795074	left	-1	1	4.2	156.90241109998897	157.90369830001146	158.3294567000121	-1	159.3358862999885	G	K	2
42	1	1	1	0	1	0.0	left	-1	1	4.05	160.3752220000024	161.37580380000873	161.38468899999862	-1	162.3903866999899	G	K	2
43	1	1	0	0	0	0.029628200456500053	left	-1	0	4.05	163.4029150000133	164.4037035999936	164.44238560000667	-1	165.4482480000006	G	K	2
44	1	1	1	0	1	0.0	left	-1	1	3.9	166.46688920000452	167.46869380000862	167.47586070001125	-1	168.48183780000545	G	K	2
45	1	1	1	0	1	0.0010957999620586634	left	-1	1	3.75	169.49418290000176	170.4946629999904	170.50328589999117	-1	171.50889699999243	G	K	2
46	1	1	1	0	1	0.0	left	-1	1	3.6	172.53219060000265	173.532747499994	173.54207580001093	-1	174.54827619998832	G	K	2
47	1	1	0	0	1	0.09008140116930008	right	-1	1	3.45	175.56063210000866	176.56096269999398	176.65876369999023	-1	177.66477490001125	G	K	2
48	1	1	1	0	1	0.011916100047528744	left	-1	1	3.3	178.68743049999466	179.6878052999964	179.70709999999963	-1	180.71267760000774	G	K	2
49	0	0	0	0	0	0.0	left	-1	1	3.15	181.73353279998992	182.73401489999378	182.7411662999948	-1	183.74679430000833	G	K	2
50	0	0	1	0	1	0.4135096073150635	left	-1	0	3.15	184.76891760001308	185.7693183000083	186.19041340000695	-1	187.19640789998812	G	K	2
51	1	1	0	0	0	0.0	left	-1	0	3.15	188.58704909999506	189.58767969999462	189.5961105999886	-1	190.6018388000084	G	K	2
52	0	0	0	0	0	0.0	left	-1	1	3.0	191.6198168999981	192.62023430000409	192.6294901999936	-1	193.63519390000147	G	K	2
53	1	1	1	0	0	0.0	right	-1	0	3.0	194.8663574999955	195.8665944999957	195.8750762999989	-1	196.88088350000908	G	K	2
54	0	0	1	0	1	0.7276282906532288	left	-1	0	3.0	198.25047120000818	199.25104040000588	199.98559269998805	-1	200.9911923999898	G	K	2
55	0	0	0	0	0	0.32055118680000305	left	-1	1	2.85	202.01121150000836	203.0116074999969	203.33956659998512	-1	204.34522839999408	G	K	2
56	0	0	1	0	1	0.23776230216026306	left	-1	0	2.85	205.53558590001194	206.53609169999254	206.78342079999857	-1	207.7895193999866	G	K	2
57	0	0	0	0	0	0.5766555070877075	left	-1	1	2.7	208.829049699998	209.829189400014	210.4123311000003	-1	211.41874789999565	G	K	2
58	0	0	0	0	0	0.0	left	-1	1	2.55	212.4307257999899	213.43091819999972	213.43793509999523	-1	214.4437828999944	G	K	2
59	0	0	0	0	0	0.7751703262329102	left	-1	1	2.4	215.46487130000605	216.46562730000005	217.24745480000274	-1	218.253288900014	G	K	2
60	1	1	1	0	0	0.0	right	-1	0	2.4	219.4487802000076	220.44910379999783	220.45910509998794	-1	221.46530939999502	G	K	2
61	1	1	1	0	1	0.3556264042854309	left	-1	1	2.25	222.48647179998807	223.4870944999857	224.0293457999942	-1	225.0358830000041	G	K	2
62	1	1	1	0	1	0.05777750164270401	left	-1	1	2.1	226.04727999999886	227.04765640001278	227.11174009999377	-1	228.11774389998754	G	K	2
63	1	1	1	0	1	1.014000415802002	left	-1	1	1.95	229.14118400000734	230.1416503000073	231.16234010001062	-1	232.16806840000208	G	K	2
64	1	1	0	0	1	0.11648140102624893	right	-1	1	1.8	233.18856479998794	234.188837099995	234.3113980999915	-1	235.31698050000705	G	K	2
65	1	1	1	0	0	0.12760190665721893	right	-1	0	1.8	236.32740320000448	237.32782119998592	237.46151839999948	-1	238.4678152000124	G	K	2
66	1	1	1	0	1	0.9158170223236084	left	-1	1	1.65	239.5015565000067	240.5022137000051	241.425150199997	-1	242.43085189998965	G	K	2
67	1	1	0	0	1	0.6220154166221619	right	-1	1	1.5	243.4510544000077	244.45112690000678	245.07913160001044	-1	246.08511519999593	G	K	2
68	0	0	1	0	1	0.8655093908309937	left	-1	0	1.5	247.10537699999986	248.10640009999042	248.97780170000624	-1	249.9838604000106	G	K	2
69	1	1	0	0	1	0.4868611991405487	right	-1	1	1.35	251.00101559999166	252.00161539998953	252.49431340000592	-1	253.4998137000075	G	K	2
70	0	0	0	0	0	0.6528096199035645	left	-1	1	1.2	254.5185754999984	255.51902770000743	256.1780970999971	-1	257.1838048000063	G	K	2
71	0	0	1	0	0	0.4750362038612366	right	-1	1	1.05	258.19654699999955	259.1967696000065	259.67797429999337	-1	260.6838810000045	G	K	2
72	0	0	0	0	0	0.280703604221344	left	-1	1	0.9	261.70853249999345	262.70775760000106	262.9946188000031	-1	264.0003777999955	G	K	2
73	0	0	1	0	1	0.4305849075317383	left	-1	0	0.9	265.0234730000084	266.02399439999135	266.46092439998756	-1	267.46683319998556	G	K	2
74	0	0	1	0	0	0.4192641079425812	right	-1	1	0.75	268.4851417999889	269.48559170000954	269.9107382000075	-1	270.917016899999	G	K	2
75	0	0	0	0	0	0.4910930097103119	left	-1	1	0.6	271.92992639998556	272.9303732000117	273.4275040999928	-1	274.43340499998885	G	K	2
76	0	0	0	0	0	0.5473390221595764	left	-1	1	0.45	275.4436437000113	276.4440016000008	276.9972948000068	-1	278.00339070000337	G	K	2
77	0	0	1	0	0	1.0486526489257812	right	-1	1	0.3	279.02530929999193	280.0255766999908	281.0802532999951	-1	282.08604160000687	G	K	2
78	1	1	1	0	0	1.2136701345443726	right	-1	0	0.3	283.26656039999216	284.26689679999254	285.48658029999933	-1	286.492739600013	G	K	2
79	0	0	0	0	1	0.5911998152732849	right	-1	0	0.3	287.679487299989	288.6798979000014	289.2773193999892	-1	290.2842135000101	G	K	2
80	0	0	1	0	0	1.0680179595947266	right	-1	1	0.15	291.4703807999904	292.4710553000041	293.5452159999986	-1	294.55144219999784	G	K	2
81	1	1	1	1	1	0.6641932129859924	left	1	-1	0.3	299.5645058999944	300.5645230000082	301.2351740000013	302.24146290001227	-1	f	i	3
82	1	0	0	1	1	0.6133682727813721	right	1	-1	0.45	303.262842600001	304.2631611000106	304.8827035999857	305.8887023999996	-1	f	i	3
83	1	1	0	1	0	0.6595364809036255	left	0	-1	0.45	307.07931040000403	308.07946690000244	308.7453261000046	309.7508266000077	-1	f	i	3
84	1	1	1	1	1	3.8077940940856934	left	1	-1	0.6	310.769612300006	311.77022629999556	315.5850143999851	316.59085189999314	-1	f	i	3
